"Chr","Start","End","Conc","Conc_BT474","Conc_MCF7","Fold","p-value","FDR"
"chr18",70667452,70667852,5.95167615585113,4.42003350955806,6.28698409090331,-1.73852844748288,0.000250852296110366,0.00164441194109215
"chr18",43438693,43439093,7.77198766302154,6.15080726369817,8.11678463106131,-1.82649480144167,0.000255645872710404,0.00166863203559359
"chr18",9366175,9366575,4.61770177772585,1.30407561663142,5.06106352999731,-3.18736159765986,0.000255720058881829,0.00166863203559359
"chr18",42398231,42398631,3.47674413419692,0,3.96217096136716,-4.28536391462269,0.000257782172386897,0.00167823862801081
"chr18",7919610,7920010,4.83259128558345,0,5.30920480174048,-4.27367134212405,0.000258698504540029,0.00168035900779996
"chr18",40156120,40156520,1.60027368177691,3.28509183183931,0,3.55171013224028,0.000264155715733448,0.00171189751995822
"chr18",58562441,58562841,4.13377149269163,0.304075616631416,4.58991275385434,-3.53000221112774,0.000268028257589996,0.00172969782916019
"chr18",69476949,69477349,3.20930994189599,4.68418305523298,1.41426803307878,2.70052186552126,0.000268118362973513,0.00172969782916019
"chr18",60614483,60614883,1.2873998920189,3.09475481407651,0,3.74864802767732,0.00026950850511498,0.00173473234627176
"chr18",55687817,55688217,7.3796214142613,8.5338135871956,6.40751524967652,1.97562522676595,0.000272464974504568,0.00174980327870315
"chr18",30367485,30367885,3.676797582737,5.0179130018196,2.30575413969365,2.38604829383161,0.000275106991965012,0.00176279142373977
"chr18",66989899,66990299,4.27476010922848,5.75105655521262,2.47421327462917,2.87197970817723,0.000281828976967227,0.00180180548195901
"chr18",62770090,62770490,3.55862429933508,4.87543407364157,2.24941312164922,2.48806208656211,0.000286126364192784,0.00182517826486204
"chr18",10086464,10086864,7.40742265699759,5.64769016374227,7.76568255833581,-1.95425732254535,0.000290916583858368,0.00185158317914331
"chr18",77062252,77062652,3.56527735869349,4.81496709175327,2.40954694002861,2.1833442075233,0.000294302606791958,0.00186895293822125
"chr18",7064263,7064663,5.11165979124189,0.280675255176772,5.58253121639583,-3.98377086925129,0.000300158017808185,0.0019018921172924
"chr18",53655846,53656246,3.54332437372883,5.01879723269755,1.74596609206268,2.75060944310008,0.000301906642786168,0.00190872088605922
"chr18",33095758,33096158,4.48378673267189,0.304075616631416,4.94628724458662,-3.67496506294952,0.000312993718471483,0.00197040278403298
"chr18",6747676,6748076,4.27693507317197,1.29242287930848,4.70931765263779,-2.97837300953622,0.000313048175178527,0.00197040278403298
"chr18",44402056,44402456,4.3901895878609,2.09475481407651,4.78910611723173,-2.41830248350717,0.00031825408419582,0.00199874805637331
"chr18",42213882,42214282,2.99244031568431,0,3.47786714285455,-4.08001100776328,0.000321356493094992,0.00201378683448294
"chr18",28879948,28880348,4.79409330652551,0,5.27952013369575,-4.55452952423484,0.000322542525323222,0.00201677688910894
"chr18",8232851,8233251,3.62714568276022,5.09935988640533,1.84231711351026,2.82418579870429,0.000326471656331508,0.00203686811899812
"chr18",51271864,51272264,2.50168107787357,4.244730869887,0,3.97366444906589,0.000328349522749882,0.00204196491576598
"chr18",53574624,53575024,4.66530273455111,5.7027770170097,3.8768074395789,1.71114060730814,0.000328724053223487,0.00204196491576598
"chr18",8643434,8643834,3.7955717260218,0,4.28099855319204,-4.33107286791507,0.000332901880898006,0.00206341144042446
"chr18",29266592,29266992,3.04840064402383,0,3.53382747119407,-4.08387717053286,0.000336293806626153,0.0020760937322593
"chr18",10893177,10893577,8.96836887915948,6.87309463567274,9.35395516271369,-2.25490685358017,0.000336407455385426,0.0020760937322593
"chr18",1221513,1221913,7.37760866167871,5.90737147763039,7.70602100449077,-1.68157754469676,0.000337763761898292,0.00207995217013126
"chr18",6746540,6746940,5.10764093065855,0,5.58566876789822,-4.29834429142974,0.000338752220236184,0.00208153362110571
"chr18",28742946,28743346,3.55060501723631,4.99016008529138,1.88426318799961,2.84475313460078,0.00034140754522795,0.0020933285908912
"chr18",39425423,39425823,5.64233838621201,2.87738538002964,6.06581194394823,-2.80463841365432,0.00034239658160019,0.00209487801000546
"chr18",29629839,29630239,4.03545732241479,0.280675255176772,4.4900209061211,-3.43283620689615,0.000345881067537705,0.00210980129566181
"chr18",18767948,18768348,8.46631610102038,6.97150341388023,8.7975274242601,-1.70324797489966,0.000346318877003186,0.00210980129566181
"chr18",51783640,51784040,4.90132485886722,1.86563775589793,5.33558920670355,-2.9857684196604,0.000349889871987272,0.00212700146539271
"chr18",9342014,9342414,4.128274206744,0.304075616631416,4.58430251758514,-3.46569218074108,0.000358859656759223,0.00217571423936983
"chr18",8208045,8208445,1.29909310677157,3.10644802882918,0,3.715993121866,0.000359432580844928,0.00217571423936983
"chr18",57628174,57628574,4.98199631434015,6.31784743196507,3.62466121083941,2.45130671583582,0.000360965382817097,0.0021803535331521
"chr18",11072591,11072991,3.15252612224547,0,3.63795294941571,-4.13172213048317,0.000366474440560749,0.0022089402190579
"chr18",9765473,9765873,4.2878406460763,0,4.76039280913135,-4.00686629546198,0.000368828364430827,0.00221842853447295
"chr18",21897303,21897703,4.2753301320982,0,4.74776965917733,-4.00163586902125,0.000369759157071436,0.00221933502503847
"chr18",62587183,62587583,3.31123203610743,4.77984921969195,1.54007664544368,2.94587552012231,0.000390818788484597,0.00233740424368448
"chr18",69907399,69907799,2.29947767517718,3.98835559394286,0,3.57483759136221,0.000391073609839654,0.00233740424368448
"chr18",46351689,46352089,4.96667923416507,1.28067525517677,5.41971878821819,-3.3917357054959,0.000393635417985994,0.00234778357268376
"chr18",67988826,67989226,5.63910868339815,3.87445742984497,5.99782099054922,-1.94735836968693,0.000395098781970535,0.00235158166256522
"chr18",24690509,24690909,4.37536183620284,5.68641075237952,3.0802780934015,2.35391296490661,0.000398295660717135,0.00236566003077296
"chr18",57585666,57586066,5.39905616912081,3.46234788075079,5.77258222196762,-2.10071408740303,0.000400757582770764,0.00237491281217059
"chr18",9706289,9706689,3.92087920193947,0,4.40630602910971,-4.31965787127049,0.000401523044869615,0.00237491281217059
"chr18",19858092,19858492,4.06293650378961,0,4.54836333095985,-4.35369798421219,0.000410371065274533,0.00242221095582167
"chr18",40345178,40345578,3.26335357030896,4.7459926432139,1.43794976146772,3.03838072701385,0.000421951923935811,0.00248375000327358
"chr18",2316908,2317308,4.42926479539779,2.0981054146707,4.83036030297147,-2.46158275908818,0.000422543058553397,0.00248375000327358
"chr18",65886524,65886924,2.79818658596786,0,3.2836134131381,-3.98460955947299,0.000423658576849364,0.00248517247656998
"chr18",2191319,2191719,7.4098336459692,5.66506394819755,7.76670693116657,-1.93087493282792,0.000430949463435565,0.00252273914295099
"chr18",18850625,18851025,4.91410150704244,1.60260335006413,5.35740025123776,-3.14416597342383,0.000433087792185894,0.00253005085989501
"chr18",64266423,64266823,5.32952496008607,0.873480124453744,5.79604814403328,-3.75954941494849,0.000437114936453454,0.00254669515337819
"chr18",19560720,19561120,7.86952890261751,5.38332277729034,8.27944658260903,-2.56730694457876,0.000437727216169398,0.00254669515337819
"chr18",36513878,36514278,3.41220825181273,0,3.89763507898297,-4.1590252900526,0.00044125358127359,0.00255866250806368
"chr18",2451531,2451931,4.6802671219212,1.29242287930848,5.12576761749111,-3.21198456070626,0.000441582879247545,0.00255866250806368
"chr18",42277124,42277524,4.27079136231418,1.62600371151878,4.68875597592239,-2.69718077514182,0.000449587721944976,0.00259975014010865
"chr18",51449734,51450134,0.658887671598507,2.46624259365611,0,3.35962520354576,0.000454842992422133,0.002624803881219
"chr18",8425385,8425785,3.4427969967123,0,3.92822382388255,-4.16309736274506,0.000456324791571608,0.00262636972226746
"chr18",31600962,31601362,2.49913338495738,4.09559319403556,0.106228162313539,3.13286664870681,0.000456960637090472,0.00262636972226746
"chr18",38062239,38062639,3.77850875958785,5.12551814070108,2.3919007683323,2.53980485340063,0.00046046017878953,0.00263745999590837
"chr18",5292722,5293122,3.38800058442351,0,3.87342741159376,-4.14464842992242,0.000460744329689441,0.00263745999590837
"chr18",39086513,39086913,1.92904389094584,3.53603344202426,0,3.31023700922027,0.000462785699626772,0.00264382593461479
"chr18",72187324,72187724,3.40679398041438,0,3.89222080758462,-4.14955177997594,0.000464499383784666,0.00264829808991458
"chr18",28874405,28874805,4.20940189017697,0.889038117352572,4.65296250649251,-3.15398824612149,0.000466598626890239,0.00265494618700546
"chr18",43954931,43955331,5.1993887381627,6.15060558316598,4.52500284495822,1.50889728172128,0.000480016943777369,0.00272584472065193
"chr18",12838418,12838818,2.76536070419997,4.20009325908847,1.11550400066938,2.62804361503521,0.000490321084134856,0.00277881172183997
"chr18",2627873,2628273,4.5935849184609,0.304075616631416,5.05777795099701,-3.68291615102917,0.000496261022055969,0.00280290738495049
"chr18",3402229,3402629,8.56668102163493,7.72094110384773,8.80232213669407,-1.0371287525926,0.000496543171182793,0.00280290738495049
"chr18",7929257,7929657,4.71969668606937,0,5.20512351323961,-4.40908100156842,0.000502419330682173,0.00283046137780353
"chr18",924925,925325,4.6955577584759,0,5.17113107691965,-4.09241120679009,0.00050805817787773,0.00285657216613072
"chr18",77987616,77988016,5.81000156708407,3.11143053868902,6.23049127490565,-2.719565240594,0.000509854220848638,0.00286101628858851
"chr18",22503128,22503528,6.34903616712425,4.50471936913232,6.71484637523288,-2.02487751271049,0.00051501956346823,0.00288431231902975
"chr18",57662128,57662528,2.69625832402142,0,3.18168515119166,-3.91322961283207,0.000516678336186129,0.0028879172228871
"chr18",3446516,3446916,5.52509852587475,0.865637755897928,5.99412188534541,-3.81674806430485,0.000524194227991575,0.00292120175158331
"chr18",49153908,49154308,2.51061462680055,4.04340512589606,0.467386038571766,3.03730823562312,0.000525261399009064,0.00292120175158331
"chr18",60884246,60884646,1.74887186381304,3.37919732551136,0,3.21010640627336,0.000525713636840301,0.00292120175158331
"chr18",57618796,57619196,0.799958962935077,2.60731388499268,0,3.42100537820004,0.000530301997890605,0.00294095357504634
"chr18",5410509,5410909,3.00657210036424,0,3.49199892753448,-3.98259265157052,0.000537860836973807,0.00297707019686864
"chr18",20986162,20986562,4.03703716776805,0.280675255176772,4.49163489374164,-3.37519588600661,0.000541754955315314,0.00298978784477701
"chr18",59316253,59316653,6.00337861467938,3.99376231101624,6.3826273054608,-2.15639173824494,0.000542260291003493,0.00298978784477701
"chr18",46463734,46464134,6.12559792124978,3.38743646578287,6.54788444478215,-2.74234669415627,0.000557841646367887,0.00306601055216176
"chr18",25073215,25073615,4.01710514747184,5.40111689024191,2.52716591394673,2.54223189472,0.000558532630535768,0.00306601055216176
"chr18",68092530,68092930,3.62204915181634,0,4.10747597898658,-4.16371866145422,0.000559317917951477,0.00306601055216176
"chr18",34034527,34034927,2.12964546973528,3.80833420009251,0,3.44251807741243,0.000564799430404745,0.00309010457596442
"chr18",72641057,72641457,5.84050594857464,0,6.32148529434153,-4.32170953958233,0.000567018631733303,0.0030962917606166
"chr18",49874928,49875328,2.48347374800591,4.04600980383783,0.289242025835946,3.06444610690957,0.000569415670380924,0.0031034244870378
"chr18",66847113,66847513,4.37154787195377,5.57842496955439,3.30255106923594,2.10909055510277,0.000574017456597153,0.00312252325816233
"chr18",52050217,52050617,2.99007787982681,0,3.47550470699705,-3.99694070658291,0.000576634504118847,0.00313077321415671
"chr18",12946588,12946988,5.33909804304133,3.19697159034432,5.72798381828018,-2.28510059706525,0.000583584584013322,0.00316247265051029
"chr18",13242024,13242424,4.2758430905841,0,4.74828725538725,-3.91988967104522,0.00059369972366461,0.00320571974244369
"chr18",41744573,41744973,4.81035651593486,5.97721852707325,3.81585356396783,1.9840342231722,0.000593818736122258,0.00320571974244369
"chr18",42223211,42223611,3.2399300354194,0,3.72535686258965,-4.0344226374327,0.000599558753524933,0.00323057699579249
"chr18",3330599,3330999,5.16667107323505,3.38194893704904,5.52721205990105,-1.95997734179077,0.000601169629796637,0.00323313345325412
"chr18",36560359,36560759,2.48894952019677,3.99466146384068,0.568329284189034,2.98826045018997,0.000602540203353455,0.00323439033686902
"chr18",51489897,51490297,4.4713879281524,0,4.95681475532264,-4.31205098553743,0.000608413468307902,0.00325809236724025
"chr18",24283114,24283514,0.804654167565559,2.61200908962316,0,3.40572989925578,0.000609246094682536,0.00325809236724025
"chr18",25047656,25048056,2.89672079409234,4.38263602070364,1.05826427353808,2.76163114254968,0.000616885745752456,0.0032927578736693
"chr18",19813105,19813505,4.83533672864373,1.88128009293496,5.26656610878249,-2.87891515998962,0.000618207977404095,0.0032936361342971
"chr18",9866806,9867206,4.03243330495787,0.865637755897928,4.47121482617379,-3.02766529645378,0.000621077703709155,0.00330274031224775
"chr18",59381624,59382024,3.87517373084764,5.44266427712704,1.65385410039178,3.03947465979939,0.000631668831554324,0.00334658882173259
"chr18",47437714,47438114,5.08681640296773,3.37644045587242,5.44044212410057,-1.90210633056248,0.000631675992010686,0.00334658882173259
"chr18",13600747,13601147,3.96502543269415,1.28067525517677,4.38485703429732,-2.71191442437105,0.000635000457905916,0.00335794851810842
"chr18",59559098,59559498,3.61703592942482,0,4.10246275659506,-4.12539359218459,0.000641751843715296,0.00338735435133584
"chr18",11807865,11808265,4.59989776425769,2.11143053868902,5.00993683933718,-2.54790188953257,0.000648711663489849,0.00341329651533111
"chr18",938750,939150,3.23596966031161,0,3.72139648748185,-4.03240087646901,0.00064906622664117,0.00341329651533111
"chr18",52352978,52353378,3.58975683363987,0,4.07518366081011,-4.11567407402522,0.000658835693058774,0.00345827960655389
"chr18",1905726,1906126,9.09396454065637,7.49925291753156,9.43602385994724,-1.782940760432,0.000662413389085955,0.00347065578627908
"chr18",31973657,31974057,3.0138093451311,4.42137157397022,1.4525107050241,2.60277231086349,0.000671675482051292,0.00351271460741898
"chr18",50074234,50074634,1.74643362012111,3.37644045587242,0,3.18010058831288,0.0006999691784679,0.00365396754631408
"chr18",56234542,56234942,3.61861826986738,5.02100544177676,2.0734071440051,2.55989345949422,0.000704239977403501,0.00366945210232979
"chr18",47901006,47901406,7.48637669982496,4.93908432178694,7.89950462426997,-2.58774446077631,0.000705515043927731,0.00366945210232979
"chr18",74665514,74665914,3.39717259144247,4.7167817368287,2.08102561509345,2.27021192898136,0.000725105913400746,0.00375767308314887
"chr18",711625,712025,3.17270790408195,0,3.65813473125219,-3.98289607610852,0.000725118637134878,0.00375767308314887
"chr18",43751292,43751692,4.43022862408165,0.29242287930848,4.89204788064459,-3.53402095690815,0.000734598872420221,0.00379987962188278
"chr18",28977232,28977632,4.23539497110835,2.28949492912381,4.60965980299915,-2.11280574256077,0.000743500554477738,0.00383894569417271
"chr18",75306156,75306556,3.26206830713301,4.81751010586757,1.10560272313437,3.19309571964431,0.000758842315976479,0.00391106229882805
"chr18",55930254,55930654,6.15942778315221,7.06758386062905,5.53647785434853,1.41606997585949,0.00076128062212208,0.00391653412285229
"chr18",46519212,46519612,4.91508916830649,0,5.39205745123473,-4.04598100164349,0.000765864584538534,0.00393300495128543
"chr18",57621492,57621892,9.57787080029512,10.4552327310295,8.98971949152295,1.37537218465378,0.000767693326569614,0.00393529281818117
"chr18",3646156,3646556,5.80635764616976,0,6.29178447334,-4.34364470449009,0.000774470643359291,0.00396289384956328
"chr18",30349863,30350263,5.92409264890181,2.99735556483941,6.35426584797662,-2.84877061342045,0.000781576685516897,0.00399207481202077
"chr18",13001188,13001588,4.37126836131986,1.28067525517677,4.8074762327724,-2.97265412460322,0.000791645962867896,0.00403342133593133
"chr18",51686318,51686718,3.48074084071351,0,3.96616766788375,-4.05221084951958,0.000793210031421887,0.00403342133593133
"chr18",32289143,32289543,6.4456328314256,5.33504319286781,6.72630189878621,-1.3103405356687,0.000793924762081386,0.00403342133593133
"chr18",19683024,19683424,4.62153087545725,2.46624259365611,5.01132311279283,-2.27500628010634,0.000815329362332999,0.00413478081254436
"chr18",21578765,21579165,6.68944386530797,7.77702279589669,5.82676795988629,1.78816052561759,0.000827842417772426,0.00419076811132126
"chr18",45681384,45681784,1.96456436999323,3.46234788075079,0.0775500159233413,2.89729556692962,0.000845039048556509,0.00427022396650669
"chr18",2876935,2877335,5.65112844799932,3.81954129466127,6.01583293505906,-2.00660840740853,0.000846872596248755,0.00427190166015551
"chr18",31349768,31350168,3.3585430753455,4.65197105034238,2.10549532157656,2.2588642959054,0.000850979942041357,0.00428502289399586
"chr18",24621489,24621889,2.78615577165969,4.14919302946234,1.35601795791074,2.31944784874161,0.000859545100618924,0.00432050496689194
"chr18",25942092,25942492,1.08213030190757,2.75079047619685,0,3.1282521448666,0.00086438764967198,0.00433718318045288
"chr18",67899417,67899817,5.22338330216924,1.29826101292323,5.68141688195772,-3.41412443734952,0.000874610541883496,0.00438075174587772
"chr18",8801545,8801945,0.661478317882459,2.46883323994006,0,3.2845913782801,0.000876503016115927,0.00438251508057963
"chr18",21452584,21452984,5.48744503700331,3.6897458616553,5.84915369204876,-1.96257507596687,0.000883981316428104,0.00441215236006659
"chr18",3966781,3967181,3.91713155185852,0,4.38561554952065,-3.69837396979776,0.000906719824608598,0.00451771961648242
"chr18",19708954,19709354,5.63109906643909,3.93206093590689,5.98363552000144,-1.869899804752,0.000938169173992534,0.00466624353148385
"chr18",65703656,65704056,2.84831082154668,4.19619011661033,1.4593858798559,2.52649523747551,0.000944952374406329,0.00468596347006919
"chr18",40158408,40158808,0.487989977192824,2.29534489925043,0,3.1840668073455,0.000946378959891414,0.00468596347006919
"chr18",43634920,43635320,3.77658010004921,1.29242287930848,4.18638760414252,-2.5319063389295,0.000947075218028045,0.00468596347006919
"chr18",77541150,77541550,4.67803071589315,0,5.15364420362388,-3.93007437003083,0.000958273176313313,0.00473313747675586
"chr18",20421763,20422163,2.64932396701005,3.87641005673869,1.54035489558159,2.17356145566982,0.000960317003977532,0.00473501191735889
"chr18",9958949,9959349,2.6527206468796,0,3.13814747404984,-3.76164732561507,0.000971270545854885,0.00478073478020268
"chr18",76805798,76806198,3.53633790577576,0,4.021764732946,-3.99526861500517,0.000985985831729208,0.00484478357732228
"chr18",29070361,29070761,4.45759357639668,2.61200908962316,4.82351331898167,-2.00681415886076,0.00100679731297034,0.00493851440586311
"chr18",28901722,28902122,4.79877332582579,1.30407561663142,5.24716103176687,-3.16957473735055,0.00101469656703728,0.0049686948936679
"chr18",74122987,74123387,4.10887737596895,0,4.57972055964783,-3.74241676068602,0.00101914102007011,0.00497789657857442
"chr18",28786673,28787073,4.27678300919114,1.88128009293496,4.68166168812257,-2.43404761994598,0.00102007511610154,0.00497789657857442
